schedule|googlelink|marketname|products|address|id
05/10/2014 to 11/22/2014 Sat: 8:30 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.9399916%2C%20-73.8378409%20(%22Bronxville+Farmers''+Market%22)|Bronxville Farmers'''' Market|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|Stone Place at Paxton Avenue, Bronxville, New York, 10708|1006477
01/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=33.861970%2C%20-118.395174%20(%22Hermosa+Beach+Farmers+Market%22)|Hermosa Beach Farmers Market||Valley Dr. between 8th St. & 10th St., Hermosa Beach, California, 90254|1006480
01/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=33.8249448%2C%20-118.3284440%20(%22Torrance+Certified+Farmers''+Market+-Tuesday+and+saturday-+2200+Crenshaw+Blvd+Torrance%2cCa.90501%22)|Torrance Certified Farmers'''' Market -Tuesday and saturday- 2200 Crenshaw Blvd Torrance,Ca.90501||2200 Crenshaw Blvd, Torrance, California, 90501|1006481
 <br> <br> <br> |http://maps.google.com/?q=40.7406%2C%20-95.0369%20(%22Clarinda+Farmers+Market%22)|Clarinda Farmers Market||East side of Courthouse Square, Clarinda, Iowa, 51632|1006482
 <br> <br> <br> |http://maps.google.com/?q=40.7651%2C%20-95.3714%20(%22Shenandoah+Garden+City+Market%22)|Shenandoah Garden City Market||500 W. Clarinda Avenuel, Shenandoah, Iowa, 51601|1006483
 <br> <br> <br> |http://maps.google.com/?q=45.395105%2C%20-92.153707%20(%22Turtle+Lake+Farmer''s+Market%22)|Turtle Lake Farmer''''s Market||608 hwy 8, Turtle Lake, Wisconsin, 54889|1006486
05/01/2013 to 10/31/2013 Mon: 8:00 AM-2:00 PM;Tue: 8:00 AM-2:00 PM;Wed: 8:00 AM-2:00 PM;Thu: 8:00 AM-2:00 PM;Fri: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.745055%2C%20-89.610147%20(%22Peoria+Farmers+Market+at+the+Metro+Centre%22)|Peoria Farmers Market at the Metro Centre|Baked goods; Cheese and/or dairy products; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Poultry; Trees, shrubs|4700 N. University- Metro Mall, Peoria, Illinois, 61614|1006487
 <br> <br> <br> |http://maps.google.com/?q=39.1006%2C%20-77.9555%20(%22Clarke+County+Farmers+Market%22)|Clarke County Farmers Market||Town parking lot, S.Church St., Berryville, Virginia, 22611|1006489
06/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=40.63239%2C%20-91.31345%20(%22Fort+Madison+Farmers+Market%22)|Fort Madison Farmers Market||9th Street & Avenue F, Fort Madison, Iowa, 52627|1006490
06/01/2011 to 10/31/2011 <br> <br> <br> |http://maps.google.com/?q=33.4077%2C%20-86.6303%20(%22Mt+Laurel+Farmers+Market%22)|Mt Laurel Farmers Market||5 Mt Laurel Avenue, Birmingham, Alabama, 35242|1006492
05/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=43.14933%2C%20-93.23218%20(%22North+Iowa+Farmers''+Market%22)|North Iowa Farmers'''' Market||2006 4th Street S.W., Mason City, Iowa, 50401|1006493
 <br> <br> <br> |http://maps.google.com/?q=39.8481%2C%20-86.0476%20(%2252+%26+Shadeland+Avenue+Farmers+Market%22)|52 & Shadeland Avenue Farmers Market||5200 N. Shadeland Avenue, Indianapolis, Indiana, 46226|1006494
 <br> <br> <br> |http://maps.google.com/?q=40.5583%2C%20-90.0349%20(%22Canton+Farmers+Market%22)|Canton Farmers Market||90 E. Locust St., canton, Illinois, 61542|1006495
 <br> <br> <br> |http://maps.google.com/?q=43.397%2C%20-85.4701%20(%22Howard+City+DDA+Farmer''s+Market%22)|Howard City DDA Farmer''''s Market||120 W. Edgerton Street, Howard City, Michigan, 49329|1006496
10/18/2014 to 04/18/2015 Sat: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=45.67778%2C%20-111.0404%20(%22Bozeman+Winter+Farmers''+Market%22)|Bozeman Winter Farmers'''' Market|Baked goods; Cheese and/or dairy products; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|Emerson Cultural Center, 111 S. Grand Avenue, Bozeman, Montana, 59715|1006498
 <br> <br> <br> |http://maps.google.com/?q=42.7875%2C%20-73.679%20(%22Waterford+Harbor+Farmers+Market%22)|Waterford Harbor Farmers Market||Waterford Harbor Promenade, in front of Visitors Center, 1 Tugboat Alley, Waterford, New York|1006500
04/12/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;<br>10/04/2014 to 11/22/2014 Sat: 9:00 AM-12:00 PM;<br> <br> |http://maps.google.com/?q=34.733955%2C%20-86.741778%20(%22Madison+City+Farmers+Market%22)|Madison City Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products|1088 Hughes Road, Madison, Alabama, 35758|1006501
 <br> <br> <br> |http://maps.google.com/?q=37.8587%2C%20-84.6596%20(%22Jessamine+County+Farmers+Market+III%22)|Jessamine County Farmers Market III||Nicholasville United Methodist Church, Nicholasville, Kentucky|1006502
 <br> <br> <br> |http://maps.google.com/?q=42.9412%2C%20-84.0308%20(%22Vernon+Farmers+Market%22)|Vernon Farmers Market||On Church Street, Vernon, Michigan, 48476|1006503
04/28/2014 to 10/31/2014 Tue: 9:00 AM-1:00 PM;Fri: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.394415%2C%20-84.286594%20(%22Harrison+County+Farmers''+Market%22)|Harrison County Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Nuts; Plants in containers|Flat Run Veterans Park, Oddville Ave, Cynthiana, Kentucky, 41031|1006504
 <br> <br> <br> |http://maps.google.com/?q=34.1885%2C%20-79.1937%20(%22Marion+County+Farmers+Market%22)|Marion County Farmers Market||Highway 76, Mullins, South Carolina, 29574|1006506
 <br> <br> <br> |http://maps.google.com/?q=44.963%2C%20-92.9649%20(%22Oakdale+Farmers+Market%22)|Oakdale Farmers Market||Oakdale Parks & Recreation Department, Oakdale, Minnesota, 55128|1006507
12/01/2012 to 04/31/2013 <br> <br> <br> |http://maps.google.com/?q=41.7567320%2C%20-74.0810590%20(%22Winter+Sun+Farms+Indoor+Winter+Market%22)|Winter Sun Farms Indoor Winter Market||1 Veteran Drive, New Paltz, New York, 12561|1006508
12/01/2012 to 04/31/2013 <br> <br> <br> |http://maps.google.com/?q=41.6907%2C%20-73.8993%20(%22Winter+Sun+Farms+Indoor+Winter+Market%22)|Winter Sun Farms Indoor Winter Market||Raymond Avenue, Poughkeepsie, New York, 12604|1006509
 <br> <br> <br> |http://maps.google.com/?q=41.7612%2C%20-74.0856%20(%22Winter+Sun+Farms+New+Paltz+Market%22)|Winter Sun Farms New Paltz Market||Broadhead Avenue, Ulster, New York|1006510
 <br> <br> <br> |http://maps.google.com/?q=40.5961%2C%20-74.0999%20(%22Winter+Sun+Farms+Vassar+Market%22)|Winter Sun Farms Vassar Market||Chapin Ave. and Dutchess Ave., Dutchess, New York|1006511
 <br> <br> <br> |http://maps.google.com/?q=41.7472%2C%20-77.2889%20(%22Downtown+Wellsboro+Farmers+Market%22)|Downtown Wellsboro Farmers Market||Wellsboro Plaza, next to Post Office, Wellsboro, Pennsylvania, 16901|1006512
01/01/2014 to 12/31/2014 Sun: 9:00 AM-2:00 PM;<br> <br> <br> |http://maps.google.com/?q=40.63536%2C%20-111.8625%20(%22Wasatch+Front+Farmers+Market%22)|Wasatch Front Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fish and/or seafood; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Nuts; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|6351 South 900 East, Murray, Utah, 84121|1006513
07/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=40.7068431%2C%20-74.3145508%20(%22Springfield+Farmers+Market%22)|Springfield Farmers Market||139 Mountain Ave, Springfield, New Jersey, 07081|1006516
 Wed: 10:00 AM-5:00 PM;Sat: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.43362%2C%20-85.16994%20(%22Henry+County+Farmers+Market%22)|Henry County Farmers Market|Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products|30 North Main Street, New Castle, Kentucky, 40050|1006517
06/01/2011 to 10/31/2011 <br> <br> <br> |http://maps.google.com/?q=42.9629%2C%20-77.1395%20(%22Clifton+Springs+Farmer''s+Market%22)|Clifton Springs Farmer''''s Market||corner of Kendall Street and Railroad Avenue, Clifton Springs, New York, 14432|1006518
 <br> <br> <br> |http://maps.google.com/?q=39.4398%2C%20-76.6264%20(%22Baltimore+County+Farmers''+Market%22)|Baltimore County Farmers'''' Market||2200 York Road, Lutherville=Timonium, Maryland, 21093|1006519
 <br> <br> <br> |http://maps.google.com/?q=42.5572%2C%20-83.3736%20(%22West+Bloomfield+Farmers+Market%22)|West Bloomfield Farmers Market||West Bloomfield, Michigan, 48323|1006520
03/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=39.869366%2C%20-86.084146%20(%22Binford+Farmers+Market%22)|Binford Farmers Market||5060 East 62nd Street, Indianapolis, Indiana, 46220|1006523
05/19/2013 to 10/27/2013 Sun: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=38.9774%2C%20-76.7431%20(%22Bowie+Farmers''+Market%22)|Bowie Farmers'''' Market|Baked goods; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Prepared foods (for immediate consumption); Trees, shrubs|15200 Annapolis Road (adjacent to Bowie Center for Performing Arts), Bowie, Maryland, 20715|1006524
05/05/2014 to 10/02/2014 Mon: 5:00 PM-7:00 PM;Thu: 5:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=41.678650%2C%20-91.584392%20(%22Coralville+Farmers''+Market%22)|Coralville Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Prepared foods (for immediate consumption); Soap and/or body care products; Wine, beer, hard cider|1513 7th St., Coralville, Iowa, 52241|1006525
 <br> <br> <br> |http://maps.google.com/?q=61.1308%2C%20-146.348%20(%22Kenny+Lake+Harvest+I%22)|Kenny Lake Harvest I||Rogue''s Garden parking lot, Valdez, Alaska, 99686|1006527
 <br> <br> <br> |http://maps.google.com/?q=62.1079%2C%20-145.476%20(%22Kenny+Lake+Harvest+II%22)|Kenny Lake Harvest II||Corner of Glenn and Richardson Highways, Valdez, Alaska, 99686|1006528
 <br> <br> <br> |http://maps.google.com/?q=40.4654%2C%20-104.908%20(%22The+Windsor+Farmers+Market+II%22)|The Windsor Farmers Market II||7025 Eastman Park Drive, Windsor, Colorado, 80528|1006529
 <br> <br> <br> |http://maps.google.com/?q=40.4824%2C%20-104.919%20(%22The+Windsor+Farmers+Market+I%22)|The Windsor Farmers Market I||250 North 11th Street, Windsor, Colorado, 80528|1006530
 <br> <br> <br> |http://maps.google.com/?q=43.4162%2C%20-86.3574%20(%22Montague+Farmers+Market%22)|Montague Farmers Market||283 Church Street, Montague, Michigan, 49437|1006533
05/03/2014 to 10/25/2014 Sun: 8:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=42.971212%2C%20-88.116283%20(%22New+Berlin+Farmers+Market%22)|New Berlin Farmers Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|16300 W. National Avenue, New Berlin, Wisconsin, 53151|1006535
05/24/2014 to 10/18/2014 Sat: 8:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=36.5271889%2C%20-87.3612089%20(%22The+Clarksville+Downtown+Market%22)|The Clarksville Downtown Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs|One Public Square, Clarksville, Tennessee, 37040|1006537
03/05/2013 to 12/17/2013 Tue: 10:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=29.42429%2C%20-98.49381%20(%22Main+Plaza+Farmers''+Market%22)|Main Plaza Farmers'''' Market|Baked goods; Fresh fruit and vegetables; Fresh and/or dried herbs; Plants in containers; Prepared foods (for immediate consumption)|115 Main Ave, San Antonio, Texas, 78205|1006539
03/14/2013 to 12/12/2013 Thu: 10:00 AM-1:00 PM;<br> <br> <br> |http://maps.google.com/?q=29.414412%2C%20-98.498636%20(%22HemisView+Farmers''+Market%22)|HemisView Farmers'''' Market|Baked goods; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Prepared foods (for immediate consumption)|818 South Flores Street, San Antonio, Texas, 78204|1006540
06/04/2014 to 10/22/2014 Wed: 3:00 PM-7:00 PM;<br> <br> <br> |http://maps.google.com/?q=41.128412%2C%20-74.370660%20(%22West+Milford+Farmers''+Market%22)|West Milford Farmers'''' Market|Baked goods; Cheese and/or dairy products; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Meat; Plants in containers; Poultry; Prepared foods (for immediate consumption); Soap and/or body care products; Trees, shrubs; Wine, beer, hard cider|1425 Union Valley Road, West Milford, New Jersey, 07480|1006541
06/21/2014 to 10/04/2014 Sat: 9:00 AM-12:00 PM;<br> <br> <br> |http://maps.google.com/?q=46.046790%2C%20-88.377348%20(%22Porter+School+Farmers''+Market%22)|Porter School Farmers'''' Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Plants in containers; Poultry; Soap and/or body care products|303 E. Center Street, Alpha, Michigan, 49902|1006543
 <br> <br> <br> |http://maps.google.com/?q=43.5329%2C%20-90.0024%20(%22Sauk+County+Farmers+Market+at+Reedsburg%22)|Sauk County Farmers Market at Reedsburg||City Park, Reedsburg, Wisconsin, 53959|1006544
01/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=33.54057%2C%20-86.83628%20(%22Jefferson+County+Truck+Growers+Association%22)|Jefferson County Truck Growers Association||344 Finley Ave., West, Birmingham, Alabama, 35204|1006545
06/07/2014 to 10/31/2014 Tue: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;<br>11/01/2014 to 12/27/2014 Sat: 7:00 AM-1:00 PM;<br> <br> |http://maps.google.com/?q=41.91965%2C%20-83.39378%20(%22Monroe+County+Farmer''s+Market%22)|Monroe County Farmer''''s Market|Baked goods; Crafts and/or woodworking items; Cut flowers; Eggs; Fresh fruit and vegetables; Fresh and/or dried herbs; Honey; Canned or preserved fruits, vegetables, jams, jellies, preserves, salsas, pickles, dried fruit, etc.; Maple syrup and/or maple products; Nuts; Plants in containers; Soap and/or body care products|20 E. Willow St., Monroe, Michigan, 48162|1006547
05/01/2012 to 11/31/2012 <br> <br> <br> |http://maps.google.com/?q=40.396094%2C%20-95.836122%20(%22Nemaha+County+Farmers++Market%22)|Nemaha County Farmers  Market||9th and Hst, Auburn, Nebraska, 68305|1006548
05/01/2012 to 10/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.7811798%2C%20-122.5030878%20(%22VA+San+Francisco+Farmers''+Market%22)|VA San Francisco Farmers'''' Market||Veterans Drive & 42 Avenue, San Francisco, California, 94121|1006550
05/01/2012 to 11/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.3355746%2C%20-121.8931060%20(%22Downtown+San+Jose+Farmers''+Market%22)|Downtown San Jose Farmers'''' Market||18 N. San Pedro St., San Jose, California, 95116|1006551
06/01/2012 to 11/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.7883686%2C%20-122.4194433%20(%22Fern+Alley+Farmers''+Market%22)|Fern Alley Farmers'''' Market||55 Fern St., San Francisco, California, 94109|1006552
01/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.7833800%2C%20-122.4330994%20(%22Fillmore+Farmers''+Market%22)|Fillmore Farmers'''' Market||1740 O''Farrell St., San Francisco, California, 94115|1006553
06/01/2012 to 09/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.3320449%2C%20-121.9132794%20(%22Hanchett+Farmers''+Market%22)|Hanchett Farmers'''' Market||1119 Hanchett Ave., San Jose, California, 95126|1006554
01/01/2012 to 12/31/2012 <br> <br> <br> |http://maps.google.com/?q=37.7635120%2C%20-122.4662040%20(%22Inner+Sunset+Farmers''+Market%22)|Inner Sunset Farmers'''' Market||1326 9th Avenue, San Francisco, California, 94122|1006555
